et,at,epx,epy,epz,eox,eoy,eoz,eow,apx,apy,apz,aox,aoy,aoz,aow
1311878195.570813,1311878195.538378,3.448000,-1.614000,0.000000,-0.000000,0.000000,0.999848,-0.017452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878195.669558,1311878195.606206,3.448000,-1.614000,0.000000,-0.000000,0.000000,0.999962,-0.008727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878195.767396,1311878195.706186,3.448000,-1.614000,0.000000,0.000000,0.000000,0.999962,0.008727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878195.870846,1311878195.838010,3.447000,-1.614000,0.000000,0.000000,0.000000,0.999657,0.026177,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878195.970809,1311878195.906202,3.446000,-1.614000,0.000000,0.000000,0.000000,0.999048,0.043619,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878196.064163,1311878196.038129,3.446000,-1.614000,0.000000,0.000000,0.000000,0.998135,0.061049,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878196.161338,1311878196.138421,3.445000,-1.614000,0.000000,0.000000,0.000000,0.997564,0.069756,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878196.270797,1311878196.206127,3.444000,-1.614000,0.000000,0.000000,0.000000,0.996195,0.087156,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878196.370824,1311878196.338204,3.443000,-1.614000,0.000000,0.000000,0.000000,0.994522,0.104528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878196.467174,1311878196.406342,3.439000,-1.613000,0.000000,0.000000,0.000000,0.992546,0.121869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878196.570946,1311878196.506414,3.434000,-1.612000,0.000000,0.000000,0.000000,0.991445,0.130526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878196.668362,1311878196.638325,3.428000,-1.610000,0.000000,0.000000,0.000000,0.989016,0.147809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878196.768300,1311878196.706269,3.420000,-1.608000,0.000000,0.000000,0.000000,0.986286,0.165048,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878196.861067,1311878196.774138,3.412000,-1.605000,0.000000,0.000000,0.000000,0.983255,0.182236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878196.961329,1311878196.938143,3.404000,-1.602000,0.000000,0.000000,0.000000,0.979925,0.199368,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878197.067489,1311878197.006229,3.396000,-1.598000,0.000000,0.000000,0.000000,0.976296,0.216440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878197.160816,1311878197.074170,3.388000,-1.594000,0.000000,0.000000,0.000000,0.972370,0.233445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878197.267074,1311878197.238433,3.379000,-1.590000,0.000000,0.000000,0.000000,0.968148,0.250380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878197.370810,1311878197.306065,3.370000,-1.585000,0.000000,0.000000,0.000000,0.965926,0.258819,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878197.470824,1311878197.406878,3.360000,-1.579000,0.000000,0.000000,0.000000,0.961262,0.275637,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878197.569645,1311878197.538448,3.350000,-1.572000,0.000000,0.000000,0.000000,0.956305,0.292372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878197.668554,1311878197.638206,3.337000,-1.563000,0.000000,0.000000,0.000000,0.951057,0.309017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878197.769578,1311878197.706190,3.322000,-1.552000,0.000000,0.000000,0.000000,0.945519,0.325568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878197.868303,1311878197.838274,3.306000,-1.539000,0.000000,0.000000,0.000000,0.942641,0.333807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878197.960793,1311878197.938271,3.290000,-1.525000,0.000000,0.000000,0.000000,0.936672,0.350207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878198.060797,1311878198.006153,3.274000,-1.510000,0.000000,0.000000,0.000000,0.933580,0.358368,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878198.169591,1311878198.106322,3.258000,-1.495000,0.000000,0.000000,0.000000,0.927184,0.374607,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878198.270793,1311878198.174366,3.240000,-1.478000,0.000000,0.000000,0.000000,0.923880,0.382683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878198.360791,1311878198.338540,3.222000,-1.459000,0.000000,0.000000,0.000000,0.917060,0.398749,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878198.467150,1311878198.438262,3.203000,-1.438000,0.000000,0.000000,0.000000,0.913545,0.406737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878198.567230,1311878198.506218,3.185000,-1.418000,0.000000,0.000000,0.000000,0.906308,0.422618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878198.669539,1311878198.606319,3.168000,-1.397000,0.000000,0.000000,0.000000,0.898794,0.438371,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878198.770789,1311878198.738725,3.151000,-1.375000,0.000000,0.000000,0.000000,0.894934,0.446198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878198.860145,1311878198.838460,3.135000,-1.353000,0.000000,0.000000,0.000000,0.887011,0.461749,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878198.968476,1311878198.938208,3.119000,-1.330000,0.000000,0.000000,0.000000,0.882948,0.469472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878199.070800,1311878199.006161,3.104000,-1.307000,0.000000,0.000000,0.000000,0.874620,0.484810,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878199.170860,1311878199.074228,3.090000,-1.284000,0.000000,0.000000,0.000000,0.866025,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878199.272283,1311878199.238266,3.076000,-1.259000,0.000000,0.000000,0.000000,0.861629,0.507538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878199.367204,1311878199.338154,3.062000,-1.234000,0.000000,0.000000,0.000000,0.852640,0.522499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878199.468790,1311878199.406276,3.049000,-1.208000,0.000000,0.000000,0.000000,0.848048,0.529919,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878199.569593,1311878199.506248,3.037000,-1.181000,0.000000,0.000000,0.000000,0.838671,0.544639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878199.672780,1311878199.574176,3.026000,-1.155000,0.000000,0.000000,0.000000,0.833886,0.551937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878199.774303,1311878199.738017,3.015000,-1.128000,0.000000,0.000000,0.000000,0.824126,0.566406,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878199.867605,1311878199.806250,3.005000,-1.100000,0.000000,0.000000,0.000000,0.814116,0.580703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878199.969525,1311878199.906103,2.995000,-1.072000,0.000000,0.000000,0.000000,0.809017,0.587785,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1311878200.069539,1311878200.038184,2.987000,-1.044000,0.000000,0.000000,0.000000,0.798636,0.601815,-0.004165,0.399191,0.660661,0.005985,0.005485,0.002552,0.999964
1311878200.170803,1311878200.138348,2.979000,-1.017000,0.000000,0.000000,0.000000,0.793353,0.608761,-0.004165,0.399191,0.660661,0.005985,0.005485,0.002552,0.999964
1311878200.259815,1311878200.206327,2.972000,-0.988000,0.000000,0.000000,0.000000,0.782608,0.622515,-0.004165,0.399191,0.660661,0.005985,0.005485,0.002552,0.999964
1311878200.360883,1311878200.342066,2.966000,-0.959000,0.000000,0.000000,0.000000,0.777146,0.629320,-0.004165,0.399191,0.660661,0.005985,0.005485,0.002552,0.999964
1311878200.458592,1311878200.442312,2.960000,-0.930000,0.000000,0.000000,0.000000,0.766044,0.642788,-0.004165,0.399191,0.660661,0.005985,0.005485,0.002552,0.999964
1311878200.567188,1311878200.506740,2.956000,-0.901000,0.000000,0.000000,0.000000,0.754710,0.656059,-0.004165,0.399191,0.660661,0.005985,0.005485,0.002552,0.999964
1311878200.660781,1311878200.642380,2.952000,-0.873000,0.000000,0.000000,0.000000,0.748956,0.662620,-0.004165,0.399191,0.660661,0.005985,0.005485,0.002552,0.999964
1311878200.760240,1311878200.742351,2.949000,-0.845000,0.000000,0.000000,0.000000,0.737277,0.675590,-0.004165,0.399191,0.660661,0.005985,0.005485,0.002552,0.999964
1311878200.860791,1311878200.806161,2.947000,-0.817000,0.000000,0.000000,0.000000,0.731354,0.681998,-0.004165,0.399191,0.660661,0.005985,0.005485,0.002552,0.999964
1311878200.971177,1311878200.942493,2.946000,-0.791000,0.000000,0.000000,0.000000,0.725374,0.688355,-0.004165,0.399191,0.660661,0.005985,0.005485,0.002552,0.999964
1311878201.058300,1311878201.042338,2.945000,-0.766000,0.000000,0.000000,0.000000,0.719340,0.694658,-0.004165,0.399191,0.660661,0.005985,0.005485,0.002552,0.999964
1311878201.160787,1311878201.106946,2.944000,-0.741000,0.000000,0.000000,0.000000,0.713250,0.700909,0.243507,0.461828,0.818428,0.008056,0.005065,0.006033,0.999937
1311878201.267281,1311878201.242552,2.944000,-0.714000,0.000000,0.000000,0.000000,0.713250,0.700909,0.243507,0.461828,0.818428,0.008056,0.005065,0.006033,0.999937
1311878201.359893,1311878201.342130,2.943000,-0.686000,0.000000,0.000000,0.000000,0.719340,0.694658,0.243507,0.461828,0.818428,0.008056,0.005065,0.006033,0.999937
1311878201.461154,1311878201.406381,2.942000,-0.657000,0.000000,0.000000,0.000000,0.725374,0.688355,0.243507,0.461828,0.818428,0.008056,0.005065,0.006033,0.999937
1311878201.560788,1311878201.474243,2.940000,-0.629000,0.000000,0.000000,0.000000,0.731354,0.681998,0.243507,0.461828,0.818428,0.008056,0.005065,0.006033,0.999937
1311878201.670947,1311878201.642096,2.938000,-0.601000,0.000000,0.000000,0.000000,0.743145,0.669131,0.243507,0.461828,0.818428,0.008056,0.005065,0.006033,0.999937
1311878201.760787,1311878201.708205,2.934000,-0.573000,0.000000,0.000000,0.000000,0.760406,0.649448,0.243507,0.461828,0.818428,0.008056,0.005065,0.006033,0.999937
1311878201.860849,1311878201.842070,2.929000,-0.545000,0.000000,0.000000,0.000000,0.771625,0.636078,0.243507,0.461828,0.818428,0.008056,0.005065,0.006033,0.999937
1311878201.958347,1311878201.944113,2.923000,-0.518000,0.000000,0.000000,0.000000,0.782608,0.622515,0.243507,0.461828,0.818428,0.008056,0.005065,0.006033,0.999937
1311878202.060983,1311878202.006238,2.916000,-0.490000,0.000000,0.000000,0.000000,0.798636,0.601815,0.243507,0.461828,0.818428,0.008056,0.005065,0.006033,0.999937
1311878202.160787,1311878202.142538,2.908000,-0.463000,0.000000,0.000000,0.000000,0.809017,0.587785,0.243507,0.461828,0.818428,0.008056,0.005065,0.006033,0.999937
1311878202.268281,1311878202.242099,2.899000,-0.437000,0.000000,0.000000,0.000000,0.819152,0.573576,0.243507,0.461828,0.818428,0.008056,0.005065,0.006033,0.999937
1311878202.360786,1311878202.306286,2.889000,-0.410000,0.000000,0.000000,0.000000,0.833886,0.551937,0.564441,0.559879,1.259802,0.013937,-0.014259,0.006760,0.999778
1311878202.459275,1311878202.406054,2.877000,-0.383000,0.000000,0.000000,0.000000,0.843391,0.537300,1.027455,1.613609,1.874028,0.019057,-0.040384,0.001629,0.999001
1311878202.577100,1311878202.541995,2.865000,-0.358000,0.000000,0.000000,0.000000,0.852640,0.522499,-0.829965,2.238686,0.420794,0.029818,-0.053704,-0.001080,0.998111
1311878202.667176,1311878202.606016,2.852000,-0.333000,0.000000,0.000000,0.000000,0.861629,0.507538,-0.829965,2.238686,0.420794,0.029818,-0.053704,-0.001080,0.998111
1311878202.760824,1311878202.674125,2.837000,-0.309000,0.000000,0.000000,0.000000,0.874620,0.484810,-0.829965,2.238686,0.420794,0.029818,-0.053704,-0.001080,0.998111
1311878202.867040,1311878202.842065,2.821000,-0.285000,0.000000,0.000000,0.000000,0.882948,0.469472,-0.829965,2.238686,0.420794,0.029818,-0.053704,-0.001080,0.998111
1311878202.959199,1311878202.906074,2.805000,-0.262000,0.000000,0.000000,0.000000,0.891007,0.453990,-0.829965,2.238686,0.420794,0.029818,-0.053704,-0.001080,0.998111
1311878203.058987,1311878203.006251,2.788000,-0.239000,0.000000,0.000000,0.000000,0.898794,0.438371,-0.829965,2.238686,0.420794,0.029818,-0.053704,-0.001080,0.998111
1311878203.160782,1311878203.142803,2.769000,-0.216000,0.000000,0.000000,0.000000,0.909961,0.414693,-0.829965,2.238686,0.420794,0.029818,-0.053704,-0.001080,0.998111
1311878203.258468,1311878203.206098,2.749000,-0.194000,0.000000,0.000000,0.000000,0.917060,0.398749,-0.829965,2.238686,0.420794,0.029818,-0.053704,-0.001080,0.998111
1311878203.358490,1311878203.306276,2.728000,-0.172000,0.000000,0.000000,0.000000,0.923880,0.382683,-0.829965,2.238686,0.420794,0.029818,-0.053704,-0.001080,0.998111
1311878203.459697,1311878203.374071,2.706000,-0.152000,0.000000,0.000000,0.000000,0.933580,0.358368,-0.829965,2.238686,0.420794,0.029818,-0.053704,-0.001080,0.998111
1311878203.560788,1311878203.542092,2.683000,-0.132000,0.000000,0.000000,0.000000,0.939693,0.342020,-0.829965,2.238686,0.420794,0.029818,-0.053704,-0.001080,0.998111
1311878203.660812,1311878203.606251,2.660000,-0.113000,0.000000,0.000000,0.000000,0.945519,0.325568,-0.829965,2.238686,0.420794,0.029818,-0.053704,-0.001080,0.998111
1311878203.760782,1311878203.673979,2.636000,-0.096000,0.000000,0.000000,0.000000,0.951057,0.309017,-0.829965,2.238686,0.420794,0.029818,-0.053704,-0.001080,0.998111
1311878203.857818,1311878203.841862,2.611000,-0.079000,0.000000,0.000000,0.000000,0.958820,0.284015,-0.829965,2.238686,0.420794,0.029818,-0.053704,-0.001080,0.998111
1311878203.960804,1311878203.906100,2.585000,-0.063000,0.000000,0.000000,0.000000,0.963630,0.267238,-0.829965,2.238686,0.420794,0.029818,-0.053704,-0.001080,0.998111
1311878204.067215,1311878204.005977,2.559000,-0.048000,0.000000,0.000000,0.000000,0.968148,0.250380,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878204.160836,1311878204.141982,2.532000,-0.034000,0.000000,0.000000,0.000000,0.974370,0.224951,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878204.260798,1311878204.241957,2.505000,-0.021000,0.000000,0.000000,0.000000,0.978148,0.207912,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878204.361394,1311878204.306004,2.477000,-0.009000,0.000000,0.000000,0.000000,0.981627,0.190809,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878204.460821,1311878204.406011,2.448000,0.002000,0.000000,0.000000,0.000000,0.984808,0.173648,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878204.559854,1311878204.542053,2.419000,0.011000,0.000000,0.000000,0.000000,0.989016,0.147809,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878204.661063,1311878204.606140,2.391000,0.019000,0.000000,0.000000,0.000000,0.991445,0.130526,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878204.760822,1311878204.705931,2.362000,0.026000,0.000000,0.000000,0.000000,0.993572,0.113203,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878204.858176,1311878204.841912,2.332000,0.032000,0.000000,0.000000,0.000000,0.996195,0.087156,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878204.960824,1311878204.942080,2.302000,0.037000,0.000000,0.000000,0.000000,0.997564,0.069756,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878205.061239,1311878205.006151,2.272000,0.040000,0.000000,0.000000,0.000000,0.998630,0.052336,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878205.160823,1311878205.073962,2.242000,0.042000,0.000000,0.000000,0.000000,0.999391,0.034899,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878205.263307,1311878205.242002,2.212000,0.043000,0.000000,0.000000,0.000000,0.999962,0.008727,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878205.360902,1311878205.306204,2.182000,0.043000,0.000000,-0.000000,0.000000,0.999962,-0.008727,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878205.460793,1311878205.406303,2.151000,0.043000,0.000000,-0.000000,0.000000,0.999657,-0.026177,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878205.558432,1311878205.542071,2.121000,0.041000,0.000000,-0.000000,0.000000,0.998630,-0.052336,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878205.660757,1311878205.641830,2.091000,0.037000,0.000000,-0.000000,0.000000,0.997564,-0.069756,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878205.760784,1311878205.706275,2.061000,0.033000,0.000000,-0.000000,0.000000,0.996195,-0.087156,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878205.860787,1311878205.841994,2.031000,0.027000,0.000000,-0.000000,0.000000,0.994522,-0.104528,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878205.960779,1311878205.941947,2.001000,0.020000,0.000000,-0.000000,0.000000,0.991445,-0.130526,-0.740419,2.275115,0.480844,0.037174,-0.077302,0.003476,0.996308
1311878206.060795,1311878206.041987,1.972000,0.012000,0.000000,-0.000000,0.000000,0.989016,-0.147809,-0.778384,2.284057,0.561289,0.039159,-0.093875,-0.001468,0.994812
1311878206.160789,1311878206.142035,1.943000,0.003000,0.000000,-0.000000,0.000000,0.986286,-0.165048,-0.778384,2.284057,0.561289,0.039159,-0.093875,-0.001468,0.994812
1311878206.260786,1311878206.241923,1.914000,-0.007000,0.000000,-0.000000,0.000000,0.983255,-0.182236,-0.778384,2.284057,0.561289,0.039159,-0.093875,-0.001468,0.994812
1311878206.358267,1311878206.342000,1.886000,-0.019000,0.000000,-0.000000,0.000000,0.978148,-0.207912,-0.778384,2.284057,0.561289,0.039159,-0.093875,-0.001468,0.994812
1311878206.460778,1311878206.443025,1.859000,-0.032000,0.000000,-0.000000,0.000000,0.974370,-0.224951,-0.778384,2.284057,0.561289,0.039159,-0.093875,-0.001468,0.994812
1311878206.570473,1311878206.574152,1.832000,-0.046000,0.000000,-0.000000,0.000000,0.970296,-0.241922,-0.802363,2.274037,0.662858,0.038623,-0.119842,-0.005523,0.992026
1311878206.669736,1311878206.608181,1.806000,-0.061000,0.000000,-0.000000,0.000000,0.963630,-0.267238,-0.802363,2.274037,0.662858,0.038623,-0.119842,-0.005523,0.992026
1311878206.761075,1311878206.706723,1.781000,-0.077000,0.000000,-0.000000,0.000000,0.958820,-0.284015,-0.802363,2.274037,0.662858,0.038623,-0.119842,-0.005523,0.992026
1311878206.867873,1311878206.806557,1.756000,-0.094000,0.000000,-0.000000,0.000000,0.953717,-0.300706,-0.802363,2.274037,0.662858,0.038623,-0.119842,-0.005523,0.992026
1311878206.960726,1311878206.941933,1.731000,-0.112000,0.000000,-0.000000,0.000000,0.948324,-0.317305,-0.802363,2.274037,0.662858,0.038623,-0.119842,-0.005523,0.992026
1311878207.058457,1311878207.008265,1.708000,-0.131000,0.000000,-0.000000,0.000000,0.939693,-0.342020,-0.802363,2.274037,0.662858,0.038623,-0.119842,-0.005523,0.992026
1311878207.159765,1311878207.107441,1.685000,-0.150000,0.000000,-0.000000,0.000000,0.933580,-0.358368,-0.803720,2.268991,0.735598,0.039814,-0.141636,-0.006106,0.989099
1311878207.259145,1311878207.241936,1.663000,-0.171000,0.000000,-0.000000,0.000000,0.927184,-0.374607,-0.803720,2.268991,0.735598,0.039814,-0.141636,-0.006106,0.989099
1311878207.360783,1311878207.306859,1.642000,-0.192000,0.000000,-0.000000,0.000000,0.920505,-0.390731,-0.803720,2.268991,0.735598,0.039814,-0.141636,-0.006106,0.989099
1311878207.467221,1311878207.406744,1.622000,-0.215000,0.000000,-0.000000,0.000000,0.909961,-0.414693,-0.803720,2.268991,0.735598,0.039814,-0.141636,-0.006106,0.989099
1311878207.560804,1311878207.507174,1.603000,-0.238000,0.000000,-0.000000,0.000000,0.902585,-0.430511,-0.813230,2.425187,1.650825,0.044390,-0.165040,-0.006536,0.985266
1311878207.660913,1311878207.641861,1.585000,-0.261000,0.000000,-0.000000,0.000000,0.898794,-0.438371,-0.813230,2.425187,1.650825,0.044390,-0.165040,-0.006536,0.985266
1311878207.760805,1311878207.746534,1.567000,-0.285000,0.000000,-0.000000,0.000000,0.894934,-0.446198,-0.835940,2.419190,1.731525,0.043701,-0.173600,-0.009235,0.983803
1311878207.859572,1311878207.806360,1.549000,-0.309000,0.000000,-0.000000,0.000000,0.894934,-0.446198,-0.835940,2.419190,1.731525,0.043701,-0.173600,-0.009235,0.983803
1311878207.961339,1311878207.943993,1.531000,-0.333000,0.000000,-0.000000,0.000000,0.894934,-0.446198,-0.835940,2.419190,1.731525,0.043701,-0.173600,-0.009235,0.983803
1311878208.060834,1311878208.046120,1.513000,-0.357000,0.000000,-0.000000,0.000000,0.898794,-0.438371,-0.835940,2.419190,1.731525,0.043701,-0.173600,-0.009235,0.983803
1311878208.170813,1311878208.106489,1.495000,-0.381000,0.000000,-0.000000,0.000000,0.902585,-0.430511,-0.835940,2.419190,1.731525,0.043701,-0.173600,-0.009235,0.983803
1311878208.259123,1311878208.245251,1.476000,-0.404000,0.000000,-0.000000,0.000000,0.909961,-0.414693,-1.184066,2.411648,2.208630,0.048805,-0.155732,-0.009100,0.986551
1311878208.367229,1311878208.306352,1.456000,-0.426000,0.000000,-0.000000,0.000000,0.917060,-0.398749,-1.184066,2.411648,2.208630,0.048805,-0.155732,-0.009100,0.986551
1311878208.461241,1311878208.442454,1.435000,-0.448000,0.000000,-0.000000,0.000000,0.923880,-0.382683,-1.184066,2.411648,2.208630,0.048805,-0.155732,-0.009100,0.986551
1311878208.558507,1311878208.542428,1.414000,-0.468000,0.000000,-0.000000,0.000000,0.930418,-0.366501,-1.183215,2.381038,2.483698,0.050904,-0.139637,-0.004303,0.988884
1311878208.660842,1311878208.607020,1.391000,-0.488000,0.000000,-0.000000,0.000000,0.936672,-0.350207,-1.183215,2.381038,2.483698,0.050904,-0.139637,-0.004303,0.988884
1311878208.760829,1311878208.708205,1.368000,-0.507000,0.000000,-0.000000,0.000000,0.945519,-0.325568,-1.179767,2.351100,2.549312,0.049502,-0.122874,-0.000687,0.991187
1311878208.858629,1311878208.774910,1.344000,-0.525000,0.000000,-0.000000,0.000000,0.951057,-0.309017,-1.179767,2.351100,2.549312,0.049502,-0.122874,-0.000687,0.991187
1311878208.958911,1311878208.874663,1.319000,-0.542000,0.000000,-0.000000,0.000000,0.956305,-0.292372,-1.498285,2.359538,3.345102,0.049983,-0.103321,0.002254,0.993389
1311878209.064175,1311878209.045198,1.294000,-0.558000,0.000000,-0.000000,0.000000,0.963630,-0.267238,-1.492488,2.330616,3.429285,0.049514,-0.086020,0.008641,0.995025
1311878209.158026,1311878209.105912,1.268000,-0.573000,0.000000,-0.000000,0.000000,0.968148,-0.250380,-1.492488,2.330616,3.429285,0.049514,-0.086020,0.008641,0.995025
1311878209.260904,1311878209.205844,1.241000,-0.587000,0.000000,-0.000000,0.000000,0.972370,-0.233445,-1.436776,2.420965,3.718510,0.055132,-0.069919,0.010405,0.995974
1311878209.359925,1311878209.274689,1.214000,-0.600000,0.000000,-0.000000,0.000000,0.976296,-0.216440,-1.436776,2.420965,3.718510,0.055132,-0.069919,0.010405,0.995974
1311878209.458421,1311878209.410848,1.186000,-0.612000,0.000000,-0.000000,0.000000,0.981627,-0.190809,-1.373788,2.454636,3.937891,0.060211,-0.054339,0.014972,0.996593
1311878209.560919,1311878209.510446,1.157000,-0.623000,0.000000,-0.000000,0.000000,0.984808,-0.173648,-1.363481,2.407309,3.984671,0.054958,-0.034527,0.015788,0.997767
1311878209.662002,1311878209.574684,1.129000,-0.632000,0.000000,-0.000000,0.000000,0.987688,-0.156434,-1.329248,2.441623,4.128846,0.058677,-0.021863,0.017564,0.997883
1311878209.760808,1311878209.674355,1.104000,-0.640000,0.000000,-0.000000,0.000000,0.990268,-0.139173,-1.334423,2.495347,4.181768,0.072332,0.000680,0.026826,0.997020
