et,at,epx,epy,epz,eox,eoy,eoz,eow,apx,apy,apz,aox,aoy,aoz,aow
1385798613.556015,1385798613.556015,297.476800,-0.381945,-66.706130,0.039148,0.866444,0.030886,0.496777,327.343430,0.069945,-44.317653,0.116827,0.827870,0.092361,0.540789
1385798613.659245,1385798613.659245,299.625900,-0.369733,-67.968940,0.039268,0.867031,0.031178,0.495725,331.129851,0.133228,-45.815230,0.117193,0.828865,0.093096,0.539057
1385798613.866495,1385798613.866495,304.155400,-0.348278,-70.649610,0.039761,0.868335,0.029296,0.493513,335.845065,0.475240,-48.239550,0.113316,0.830446,0.087647,0.538365
1385798614.073835,1385798614.073835,308.494600,-0.335206,-73.248810,0.037587,0.870507,0.028918,0.489867,339.341044,0.500842,-49.388965,0.122247,0.831633,0.094436,0.533409
1385798614.177495,1385798614.177495,310.888500,-0.323728,-74.701620,0.036064,0.871992,0.029035,0.487325,342.196732,0.565075,-50.631329,0.123354,0.832431,0.096324,0.531568
1385798614.384805,1385798614.384805,315.241100,-0.292208,-77.398780,0.035365,0.874503,0.029308,0.482841,345.240223,0.643708,-52.197847,0.119689,0.834499,0.095841,0.529246
1385798614.592035,1385798614.592035,319.811100,-0.250293,-80.304680,0.037038,0.876750,0.030236,0.478564,349.432284,0.690237,-54.176446,0.121586,0.836539,0.098631,0.525064
1385798614.695805,1385798614.695805,322.206500,-0.230969,-81.852100,0.037078,0.877841,0.030645,0.476531,351.134327,0.753597,-54.993589,0.121779,0.837570,0.099140,0.523276
1385798614.902995,1385798614.902995,326.553400,-0.195206,-84.699350,0.035855,0.879955,0.031835,0.472632,353.999444,0.877729,-56.415099,0.120693,0.839280,0.100306,0.520558
1385798615.110235,1385798615.110235,331.097100,-0.150619,-87.732360,0.035223,0.882193,0.031817,0.468489,357.005702,1.029269,-57.984391,0.124572,0.839449,0.102300,0.518982
1385798615.213845,1385798615.213845,333.253400,-0.125844,-89.195310,0.035401,0.883270,0.032914,0.466365,358.378952,1.094129,-58.683660,0.125482,0.839898,0.103061,0.517885
1385798615.421085,1385798615.421085,337.766200,-0.065228,-92.302860,0.034801,0.885429,0.032915,0.462299,360.247710,1.166929,-59.637227,0.128368,0.840380,0.105896,0.515819
1385798615.628315,1385798615.628315,342.260600,0.011447,-95.460720,0.033988,0.887238,0.034182,0.458786,363.020543,1.295566,-61.125651,0.128437,0.840985,0.107904,0.514398
1385798615.731925,1385798615.731925,344.395600,0.049944,-96.977430,0.033289,0.888022,0.033504,0.457368,364.628307,1.366314,-61.946582,0.128127,0.841630,0.107607,0.513481
1385798615.939285,1385798615.939285,348.871400,0.127750,-100.181900,0.030670,0.889846,0.030739,0.454190,365.902326,1.397202,-62.546027,0.126508,0.843395,0.105389,0.511443
1385798616.146515,1385798616.146515,353.327400,0.202509,-103.431700,0.028888,0.891591,0.031813,0.450799,370.850370,1.624318,-65.038418,0.125891,0.844617,0.107156,0.509206
1385798616.250135,1385798616.250135,355.439400,0.240899,-104.990500,0.028652,0.892422,0.031550,0.449184,373.291634,1.753008,-66.326976,0.126091,0.845048,0.106839,0.508508
1385798616.457585,1385798616.457585,359.858400,0.317797,-108.293900,0.026274,0.894157,0.031575,0.445865,378.018595,1.978907,-68.886444,0.122944,0.846354,0.107093,0.507051
1385798616.561105,1385798616.561105,361.954900,0.366282,-109.877500,0.024823,0.895008,0.031610,0.444236,380.411367,2.105403,-70.150120,0.120288,0.846944,0.106388,0.506851
1385798616.768325,1385798616.768325,366.334100,0.472922,-113.224300,0.024401,0.896634,0.031282,0.440991,383.332816,2.274523,-71.701700,0.120746,0.847758,0.106784,0.505295
1385798616.872005,1385798616.872005,368.408900,0.521270,-114.830000,0.024280,0.897332,0.031413,0.439567,385.057180,2.380594,-72.660425,0.123905,0.847328,0.108837,0.504815
1385798617.079175,1385798617.079175,372.743100,0.621501,-118.222100,0.022695,0.898921,0.031053,0.436419,386.402893,2.433535,-73.304473,0.124513,0.849209,0.109577,0.501332
1385798617.183215,1385798617.183215,374.799500,0.665598,-119.837200,0.019494,0.899792,0.027769,0.434997,387.311274,2.483440,-73.777932,0.119578,0.851296,0.104999,0.499971
1385798617.390215,1385798617.390215,379.074500,0.718402,-123.254600,0.022515,0.901649,0.021385,0.431353,388.499180,2.540119,-74.415878,0.125083,0.853373,0.100799,0.495931
1385798617.493815,1385798617.493815,381.097300,0.736082,-124.908900,0.025275,0.901783,0.024586,0.430748,389.537797,2.613241,-75.022583,0.124083,0.852979,0.102715,0.496468
1385798617.597405,1385798617.597405,383.336000,0.778927,-126.728900,0.021935,0.902160,0.030456,0.429767,390.369404,2.661157,-75.480582,0.122128,0.853513,0.108060,0.494898
1385798617.804735,1385798617.804735,387.595900,0.927311,-130.190000,0.014451,0.903787,0.033053,0.426459,391.847614,2.753327,-76.290258,0.113937,0.856384,0.111345,0.491149
1385798617.908355,1385798617.908355,389.607000,1.002256,-131.844500,0.013978,0.904549,0.032571,0.424893,392.698137,2.822759,-76.769839,0.107100,0.857741,0.107418,0.491194
1385798618.011975,1385798618.011975,391.604900,1.073442,-133.511300,0.016604,0.905199,0.032961,0.423382,393.596057,2.883732,-77.268528,0.102005,0.859291,0.103327,0.490447
1385798618.219335,1385798618.219335,395.773000,1.199947,-137.027500,0.021470,0.906498,0.030700,0.420546,395.196600,2.966714,-78.105762,0.095775,0.862754,0.095480,0.487202
1385798618.323035,1385798618.323035,397.753600,1.256489,-138.711700,0.021007,0.907256,0.030985,0.418910,395.196600,2.966714,-78.105762,0.095775,0.862754,0.095480,0.487202
1385798618.530285,1385798618.530285,401.895000,1.385118,-142.262600,0.021086,0.908664,0.032465,0.415729,397.098335,3.089851,-79.137229,0.075918,0.866723,0.085224,0.485555
1385798618.634045,1385798618.634045,403.852300,1.446593,-143.967100,0.021384,0.909146,0.032653,0.414644,397.966058,3.148710,-79.616865,0.067596,0.868651,0.080389,0.484163
1385798618.841395,1385798618.841395,407.951800,1.580929,-147.559300,0.021820,0.909863,0.033000,0.413017,399.796086,3.290797,-80.729332,0.048561,0.871180,0.069814,0.483543
1385798618.945085,1385798618.945085,410.095500,1.653624,-149.447100,0.022120,0.910122,0.034130,0.412340,399.796086,3.290797,-80.729332,0.048561,0.871180,0.069814,0.483543
1385798619.048615,1385798619.048615,412.042400,1.725526,-151.164200,0.022348,0.910344,0.035728,0.411700,400.849798,3.362001,-81.324206,0.037301,0.872174,0.064497,0.483488
1385798619.255965,1385798619.255965,416.117900,1.889945,-154.775700,0.022622,0.910948,0.036088,0.410316,402.549346,3.486567,-82.329210,0.015860,0.874018,0.052406,0.482799
1385798619.359585,1385798619.359585,418.053900,1.965307,-156.493900,0.021645,0.911424,0.033786,0.409508,403.593155,3.558301,-82.921803,0.003130,0.874940,0.042651,0.482340
1385798619.566835,1385798619.566835,422.109900,2.104474,-160.116000,0.020063,0.912124,0.032475,0.408134,405.170678,3.669038,-83.819073,-0.017538,0.876691,0.029360,0.479836
1385798619.670555,1385798619.670555,424.037600,2.170417,-161.844900,0.019238,0.912365,0.032275,0.407650,406.053164,3.735923,-84.287339,-0.031945,0.877378,0.019481,0.478338
1385798619.877845,1385798619.877845,428.073300,2.311206,-165.480100,0.017646,0.912900,0.030904,0.406630,408.725970,3.926732,-85.832053,-0.069118,0.874808,-0.003883,0.479498
1385798619.981285,1385798619.981285,429.991200,2.380303,-167.217800,0.017382,0.912979,0.032104,0.406369,409.858618,4.013727,-86.513047,-0.086357,0.873445,-0.013060,0.479025
1385798620.084915,1385798620.084915,432.096000,2.459916,-169.127700,0.017733,0.912892,0.033883,0.406405,410.925938,4.087284,-87.160024,-0.086613,0.873529,-0.011127,0.478875
1385798620.292125,1385798620.292125,435.913500,2.632476,-172.596100,0.019379,0.911996,0.040385,0.407746,412.741232,4.227503,-88.293970,-0.073861,0.874496,0.001598,0.479374
1385798620.395745,1385798620.395745,438.021200,2.743049,-174.485100,0.017636,0.911570,0.038598,0.408948,415.107461,4.406112,-89.638199,-0.088890,0.873063,-0.008599,0.479360
1385798620.602975,1385798620.602975,441.872700,2.903304,-177.908500,0.013650,0.911201,0.032181,0.410477,416.435431,4.484681,-90.442386,-0.107993,0.869897,-0.023010,0.480715
1385798620.706585,1385798620.706585,443.999600,2.993539,-179.790100,0.012955,0.910522,0.031507,0.412055,417.865268,4.588223,-91.269744,-0.122342,0.866672,-0.032314,0.482564
1385798620.913815,1385798620.913815,447.872300,3.173109,-183.195000,0.013839,0.908965,0.032653,0.415362,419.460730,4.679169,-92.199729,-0.133329,0.864063,-0.037839,0.483928
1385798621.017445,1385798621.017445,450.008300,3.263556,-185.052000,0.013646,0.908333,0.030608,0.416902,420.859218,4.773554,-93.021427,-0.140799,0.861755,-0.043926,0.485412
1385798621.121065,1385798621.121065,451.961200,3.341535,-186.730600,0.010512,0.907966,0.029385,0.417880,421.966222,4.851137,-93.655851,-0.148340,0.860055,-0.048004,0.485795
1385798621.328405,1385798621.328405,456.076700,3.501242,-190.236400,0.003420,0.907658,0.025693,0.418910,423.625155,4.941702,-94.682568,-0.158601,0.858810,-0.054357,0.484084
1385798621.432025,1385798621.432025,458.034600,3.575229,-191.905000,0.002483,0.907536,0.024913,0.419226,424.918716,5.033099,-95.450827,-0.168016,0.856599,-0.060304,0.484121
1385798621.639275,1385798621.639275,462.144500,3.734442,-195.415000,0.003269,0.906772,0.027721,0.420697,426.842871,5.171760,-96.558777,-0.173667,0.856135,-0.061587,0.482784
1385798621.742885,1385798621.742885,464.105500,3.816448,-197.078900,0.002434,0.906397,0.028082,0.421485,428.119857,5.257959,-97.320157,-0.177472,0.855406,-0.062795,0.482536
1385798621.846495,1385798621.846495,466.264000,3.907632,-198.901000,0.001570,0.906156,0.026933,0.422082,429.226667,5.327074,-97.976268,-0.183081,0.853850,-0.066687,0.482674
1385798622.053855,1385798622.053855,470.190200,4.059611,-202.209900,0.002109,0.905686,0.025154,0.423198,431.233778,5.463629,-99.159756,-0.184622,0.853260,-0.069710,0.482704
1385798622.157495,1385798622.157495,472.353200,4.138642,-204.030700,0.002888,0.905318,0.026143,0.423920,432.224404,5.529111,-99.733223,-0.185740,0.853083,-0.069953,0.482553
